Total demand	5454.545454545457
Total restock	5999.9999999999945
MP	true
FC capacity	100
SC capacity	400
DS capacity	1000
Time	Orders	Demand	Inventory	Restock	Total packages	New packages	Delivered
0	5457	5457	5927	5927	0	0	0
1	6148	5407	7077	5866	4716	4716	0
2	6628	5414	7829	5686	8329	4934	0
3	7224	5538	8523	5636	9392	4942	2357
4	7628	5429	8964	5466	11022	5025	2374
5	8070	5476	9453	5523	10845	5034	4094
6	8278	5425	9702	5466	12168	5217	3062
7	8438	5379	9937	5454	11789	5219	4671
8	8716	5428	10277	5490	12589	5150	3548
9	8963	5410	10396	5282	12166	5163	4890
10	9053	5346	10577	5437	13154	5256	3808
11	9423	5499	10661	5213	12793	5129	4951
12	9477	5375	10635	5295	13455	5321	4192
13	9696	5464	10707	5317	13183	5245	5080
14	9820	5467	10716	5352	13887	5343	4250
15	9967	5395	10738	5270	13638	5248	5160
16	10040	5399	10838	5426	14170	5326	4553
17	10266	5459	10865	5260	13787	5233	5373
18	10301	5346	10893	5339	14259	5311	4638
19	10669	5568	11032	5339	13712	5200	5457
20	10679	5431	10925	5314	14187	5421	4773
21	10836	5406	11101	5425	14125	5249	5093
22	10995	5515	11150	5405	14415	5356	4863
23	11056	5469	11114	5372	14343	5408	5324
24	11100	5483	11158	5483	14708	5439	4985
25	11065	5360	11108	5345	14661	5395	5345
26	11252	5491	11264	5460	14848	5304	5069
27	11233	5481	11158	5394	14875	5500	5450
28	11176	5418	11226	5543	15193	5475	5142
29	11274	5490	11233	5399	15148	5392	5382
30	11227	5396	11107	5317	15393	5443	5198
31	11470	5608	11041	5299	15149	5365	5592
32	11329	5349	10935	5384	15403	5490	5221
33	11555	5533	10993	5365	15246	5307	5455
34	11697	5656	10878	5399	15541	5514	5219
35	11713	5497	10806	5409	15520	5481	5502
36	11624	5427	10684	5394	15718	5516	5318
37	11669	5476	10680	5427	15620	5431	5529
38	11663	5429	10624	5379	15639	5435	5416
39	11692	5446	10684	5477	15385	5417	5671
40	11756	5484	10648	5384	15434	5420	5371
41	11811	5494	10644	5435	15205	5439	5668
42	11873	5515	10547	5356	15358	5453	5300
43	11743	5313	10627	5523	15378	5443	5423
44	11735	5394	10801	5576	15440	5402	5340
45	11668	5352	10624	5242	15398	5419	5461
46	11735	5415	10602	5326	15271	5348	5475
47	11684	5382	10547	5378	15134	5433	5570
48	11947	5611	10602	5403	15131	5348	5351
49	11870	5434	10603	5512	15183	5511	5459
50	12001	5526	10758	5550	15297	5395	5281
51	12014	5487	10697	5413	15403	5474	5368
52	11965	5423	10725	5500	15459	5472	5416
53	12131	5588	10709	5406	15418	5422	5463
54	11995	5342	10777	5546	15537	5478	5359
55	12047	5489	10849	5509	15433	5437	5541
56	12090	5477	10956	5541	15456	5434	5411
57	12057	5423	10838	5338	15344	5456	5568
58	11974	5391	10768	5404	15475	5474	5343
59	11902	5342	10813	5459	15410	5414	5479
60	12044	5496	10799	5340	15334	5354	5430
61	12027	5432	10788	5438	15146	5449	5637
62	12027	5464	10751	5427	15257	5464	5353
63	12041	5453	10786	5474	15183	5439	5513
64	12097	5532	10711	5401	15296	5476	5363
65	11971	5367	10655	5437	15252	5493	5537
66	12042	5489	10666	5429	15472	5418	5198
67	12010	5469	10757	5592	15440	5501	5533
68	11986	5426	10760	5453	15506	5450	5384
69	12069	5485	10651	5293	15376	5402	5532
70	12024	5402	10658	5454	15443	5447	5380
71	12150	5573	10780	5569	15380	5447	5510
72	12217	5530	10756	5439	15492	5463	5351
73	12027	5351	10660	5445	15422	5541	5611
74	12082	5473	10562	5320	15354	5418	5486
75	12071	5400	10692	5541	15412	5411	5353
76	11888	5290	10649	5430	15405	5473	5480
77	11911	5373	10694	5395	15295	5350	5460
78	11782	5376	10508	5319	15362	5505	5438
79	12031	5603	10607	5453	15236	5354	5480
80	11993	5451	10507	5389	15366	5489	5359
81	12005	5512	10596	5589	15307	5500	5559
82	12014	5492	10604	5491	15361	5483	5429
83	12055	5488	10662	5505	15324	5447	5484
84	12096	5513	10656	5466	15548	5472	5248
85	12066	5445	10725	5544	15534	5475	5489
86	11992	5347	10658	5354	15642	5421	5313
87	12117	5496	10765	5478	15383	5371	5630
88	12111	5489	10658	5388	15394	5495	5484
89	12155	5455	10607	5360	15526	5411	5279
90	12112	5425	10611	5472	15506	5468	5488
91	12132	5472	10595	5436	15641	5452	5317
92	12279	5566	10645	5469	15619	5419	5441
93	12262	5508	10477	5357	15591	5525	5553
94	12147	5340	10504	5482	15741	5455	5305
95	12069	5351	10661	5586	15695	5429	5475
96	12084	5375	10783	5482	15588	5360	5467
97	12190	5519	10722	5352	15363	5413	5638
98	12146	5377	10766	5465	15522	5421	5262
