Total demand	5714.285714285696
Total restock	5999.999999999994
MP	false
FC capacity	100
SC capacity	400
DS capacity	1000
Time	Orders	Demand	Inventory	Restock	Total packages	New packages	Delivered
0	5726	5726	5927	5927	0	0	0
1	5983	5649	6507	5972	5392	5392	0
2	6176	5671	6919	5890	8267	5478	0
3	6502	5775	7335	5865	10008	5449	1532
4	6574	5707	7402	5702	10904	5635	2935
5	6797	5763	7676	5814	11497	5540	3129
6	6894	5642	7867	5736	11946	5545	3588
7	7012	5626	7963	5604	12123	5508	3946
8	7115	5676	8136	5746	12612	5573	3940
9	7203	5673	8130	5579	13015	5585	4116
10	7230	5597	8313	5753	13295	5570	4386
11	7458	5788	8182	5429	13386	5560	4630
12	7501	5632	8122	5529	13570	5589	4593
13	7668	5740	8249	5700	13722	5573	4677
14	7895	5733	8410	5667	13690	5506	4765
15	7965	5653	8390	5563	13911	5583	4768
16	8099	5671	8495	5642	13909	5537	4893
17	8303	5732	8501	5534	14105	5528	4857
18	8309	5614	8530	5637	14109	5608	5050
19	8623	5829	8598	5583	14077	5515	5022
20	8746	5699	8496	5474	14153	5576	5015
21	8927	5660	8706	5689	14108	5479	5049
22	9079	5794	8785	5721	14298	5642	4964
23	9196	5699	8846	5643	14320	5582	5092
24	9389	5748	9009	5718	14439	5555	5045
25	9408	5619	8924	5515	14862	5600	4833
26	9650	5746	9124	5704	14988	5504	5105
27	9858	5758	9078	5504	15032	5550	5216
28	10021	5677	9177	5613	15095	5514	5226
29	10156	5750	9156	5594	15282	5615	5226
30	10202	5634	9091	5523	15472	5588	5193
31	10637	5884	9170	5528	15492	5449	5260
32	10605	5620	9073	5555	15673	5652	5364
33	10821	5763	9103	5577	15742	5547	5329
34	11110	5896	8955	5459	16077	5607	5204
35	11218	5745	8830	5512	16252	5637	5383
36	11335	5680	8786	5519	16406	5563	5370
37	11475	5710	8811	5595	16637	5570	5321
38	11611	5685	8814	5552	16811	5549	5368
39	11736	5709	8858	5628	17024	5584	5340
40	11885	5762	8810	5565	17127	5613	5503
41	12021	5715	8797	5566	17283	5579	5412
42	12224	5771	8762	5533	17358	5568	5493
43	12215	5552	8833	5632	17591	5561	5328
44	12250	5626	8917	5675	17696	5591	5486
45	12362	5633	8845	5449	17826	5521	5391
46	12528	5667	8829	5485	17759	5501	5568
47	12676	5649	8895	5567	17307	5501	5953
48	13117	5877	8972	5513	17491	5436	5252
49	13249	5661	9004	5561	17252	5529	5768
50	13442	5770	9055	5628	17341	5577	5488
51	13583	5761	9069	5634	17749	5620	5212
52	13644	5685	9085	5640	17872	5624	5501
53	13916	5850	8971	5464	17641	5578	5809
54	13903	5609	9003	5654	17800	5622	5463
55	14082	5757	9032	5607	17774	5578	5604
56	14212	5727	9074	5639	17976	5597	5395
57	14341	5692	9035	5524	18004	5563	5535
58	14426	5640	9039	5559	17313	5555	6246
59	14550	5587	9183	5607	17271	5463	5505
60	14834	5750	9134	5417	17361	5466	5376
61	14997	5727	9091	5521	17500	5564	5425
62	15124	5685	9061	5528	17687	5558	5371
63	15265	5676	9150	5624	17424	5535	5798
64	15588	5832	9063	5422	17566	5509	5367
65	15619	5617	9009	5532	17606	5586	5546
66	15856	5744	9047	5545	17239	5507	5874
67	15985	5736	9200	5760	17545	5607	5301
68	16108	5671	9288	5636	17523	5548	5570
69	16385	5786	9182	5403	17762	5509	5270
70	16446	5644	9157	5558	17466	5583	5879
71	16718	5852	9314	5737	17627	5580	5419
72	16891	5761	9296	5570	17449	5588	5766
73	16940	5598	9235	5488	17386	5549	5612
74	17163	5705	9187	5434	17375	5482	5493
75	17251	5639	9309	5673	17603	5551	5323
76	17249	5555	9276	5524	17363	5557	5797
77	17432	5625	9302	5468	17398	5442	5407
78	17565	5653	9247	5465	17393	5520	5525
79	17970	5864	9339	5551	17430	5459	5422
80	18070	5690	9193	5444	17697	5590	5323
81	18245	5734	9262	5628	17567	5559	5689
82	18478	5772	9295	5572	17605	5539	5501
83	18664	5754	9310	5583	17316	5568	5857
84	18857	5781	9280	5558	17359	5588	5545
85	19056	5717	9373	5611	17516	5518	5361
86	19098	5625	9251	5461	17712	5583	5387
87	19342	5757	9300	5562	17296	5513	5929
88	19433	5748	9143	5500	17508	5657	5445
89	19602	5700	9049	5437	17562	5531	5477
90	19742	5671	9165	5647	17715	5531	5378
91	19822	5702	9130	5587	17963	5622	5374
92	20159	5844	9220	5597	17747	5507	5723
93	20313	5764	9165	5555	17816	5610	5541
94	20375	5590	9223	5586	17427	5528	5917
95	20471	5618	9347	5646	17562	5522	5387
96	20532	5621	9413	5626	17847	5560	5275
97	20738	5770	9392	5543	17607	5564	5804
98	20807	5633	9402	5574	17353	5564	5818
99	20987	5723	9331	5472	17444	5543	5452
100	21222	5765	9228	5427	17538	5530	5436
101	21324	5645	9316	5631	17686	5543	5395
102	21250	5573	9361	5692	17576	5647	5757
103	21333	5628	9347	5531	17651	5545	5470
104	21553	5647	9371	5451	17265	5427	5813
105	21667	5714	9502	5731	17223	5600	5642
106	21745	5694	9614	5728	17395	5616	5444
107	21822	5617	9660	5586	17259	5540	5676
108	21877	5515	9565	5365	17216	5460	5503
109	22226	5758	9602	5446	17167	5409	5458
110	22463	5812	9684	5657	17324	5575	5418
111	22632	5769	9558	5474	17736	5600	5188
112	22816	5771	9455	5484	17654	5587	5669
113	22918	5613	9613	5669	17580	5511	5585
114	23182	5786	9610	5519	17359	5522	5743
115	23312	5678	9477	5415	17391	5548	5516
116	23418	5653	9485	5555	17575	5547	5363
117	23703	5790	9456	5476	17604	5505	5476
118	23815	5753	9283	5468	17793	5641	5452
119	24125	5817	9314	5538	17483	5507	5817
120	24084	5638	9222	5587	17714	5679	5448
121	24192	5681	9233	5584	17864	5573	5423
122	24456	5747	9508	5758	17969	5483	5378
123	24522	5598	9580	5604	17991	5532	5510
124	24732	5690	9755	5655	17663	5480	5808
125	24911	5631	9796	5493	17711	5452	5404
126	25259	5834	9829	5519	17736	5486	5461
127	25292	5629	9680	5447	17546	5596	5786
128	25554	5812	9728	5598	17510	5550	5586
129	25724	5734	9640	5476	17769	5564	5305
130	25858	5658	9691	5575	17946	5524	5347
131	26033	5667	9738	5539	17742	5492	5696
132	26240	5720	9832	5607	17732	5513	5523
133	26390	5707	9830	5555	17396	5557	5893
134	26706	5755	9912	5521	17352	5439	5483
135	26929	5734	9845	5444	17415	5511	5448
136	27115	5748	9780	5497	17645	5562	5332
137	27213	5660	9745	5527	17513	5562	5694
138	27443	5750	9805	5580	17291	5520	5742
139	27617	5766	9795	5582	17388	5592	5495
140	27775	5790	9674	5511	17567	5632	5453
141	27905	5732	9683	5611	17681	5602	5488
142	28007	5716	9580	5511	17822	5614	5473
143	28084	5700	9579	5622	17660	5623	5785
144	28037	5521	9568	5557	17405	5568	5823
145	28189	5670	9609	5559	17244	5518	5679
146	28483	5788	9741	5626	17228	5494	5510
147	28604	5726	9698	5562	17499	5605	5334
148	28845	5810	9640	5511	17283	5569	5785
149	28880	5660	9491	5476	17377	5625	5531
150	29109	5807	9541	5628	17535	5578	5420
151	29180	5669	9589	5646	17800	5598	5333
152	29365	5747	9546	5519	17956	5562	5406
153	29502	5751	9520	5588	17596	5614	5974
154	29694	5747	9524	5559	17244	5555	5907
155	29647	5598	9439	5560	17472	5645	5417
156	29781	5715	9413	5555	17661	5581	5392
157	30026	5828	9450	5620	17838	5583	5406
158	30095	5678	9628	5787	17597	5609	5850
159	30191	5657	9708	5641	17601	5561	5557
160	30475	5762	9726	5496	17684	5478	5395
161	30633	5737	9654	5507	17822	5579	5441
162	30734	5731	9555	5531	18050	5630	5402
163	30891	5721	9679	5688	17819	5564	5795
164	31102	5823	9667	5600	17594	5612	5837
165	31192	5731	9671	5645	17614	5641	5621
166	31384	5700	9692	5529	17710	5508	5412
167	31506	5722	9598	5506	17517	5600	5793
168	31689	5738	9668	5625	17572	5555	5500
169	31694	5662	9497	5486	17866	5657	5363
170	31882	5692	9763	5770	17883	5504	5487
171	32003	5662	9737	5515	17623	5541	5801
172	32150	5661	9617	5394	17598	5514	5539
173	32346	5714	9793	5694	17804	5518	5312
174	32460	5670	9730	5493	17441	5556	5919
175	32798	5798	9702	5432	17203	5460	5698
