zip,lat,lng,population
91411,34.17853,-118.45956,24893
85614,31.81241,-110.92972,24890
35211,33.45262,-86.87046,24876
40403,37.57052,-84.26622,24875
2122,42.29427,-71.05185,24874
68144,41.23473,-96.11909,24874
34974,27.15062,-80.91371,24871
57108,43.47776,-96.70571,24866
98072,47.76151,-122.13153,24865
40205,38.22313,-85.68275,24859
98110,47.64389,-122.54335,24859
43227,39.94511,-82.88858,24857
73020,35.45588,-97.2619,24852
3431,42.96785,-72.29862,24849
72223,34.79251,-92.49091,24848
92011,33.10698,-117.29507,24843
22203,38.87377,-77.1164,24841
61571,40.70506,-89.42294,24840
2745,41.70284,-70.94695,24836
94619,37.79262,-122.16001,24833
49401,42.9763,-85.95604,24827
35020,33.40502,-86.95436,24821
46806,41.04649,-85.09224,24821
38119,35.07986,-89.84593,24818
64081,38.90971,-94.40953,24814
85750,32.29952,-110.84288,24814
19438,40.27018,-75.39554,24812
39157,32.42537,-90.16685,24811
33189,25.57314,-80.33929,24802
33712,27.73719,-82.66535,24802
36109,32.38682,-86.24052,24802
28390,35.21783,-78.95488,24794
54650,43.9099,-91.22424,24794
37743,36.06663,-82.85659,24791
44460,40.90221,-80.87026,24785
68137,41.20595,-96.11924,24782
77054,29.68102,-95.40424,24780
28443,34.46211,-77.67312,24778
47404,39.22064,-86.5896,24778
7108,40.72306,-74.20039,24777
53593,42.98533,-89.57992,24775
2861,41.87863,-71.35228,24764
28401,34.29053,-77.97053,24764
29505,34.12348,-79.68974,24763
37148,36.57694,-86.50224,24747
44483,41.26537,-80.81575,24743
44663,40.46066,-81.44961,24735
17109,40.28986,-76.82414,24726
75205,32.83657,-96.79617,24726
80921,39.02648,-104.88156,24725
14623,43.08798,-77.64314,24720
45236,39.20949,-84.39701,24719
21040,39.42953,-76.28947,24717
34110,26.29619,-81.78505,24713
60439,41.67692,-87.97623,24697
48067,42.49053,-83.13786,24685
87301,35.52153,-108.76524,24684
79703,31.97998,-102.13158,24683
80222,39.6713,-104.92828,24682
28352,34.76762,-79.45321,24677
47303,40.27108,-85.37648,24674
77478,29.61896,-95.6077,24673
75253,32.67278,-96.61171,24666
60559,41.79496,-87.97464,24642
37865,35.84609,-83.73974,24638
76801,31.75471,-99.05462,24636
34471,29.16054,-82.12786,24635
95503,40.72406,-124.09178,24631
31410,32.01821,-80.99215,24626
10512,41.4483,-73.71054,24619
77385,30.1894,-95.42264,24619
32223,30.1549,-81.64821,24615
85085,33.75637,-112.07426,24608
76710,31.5387,-97.19554,24607
20770,38.99981,-76.88567,24602
32536,30.75399,-86.59491,24601
29690,35.06008,-82.42136,24595
78621,30.33737,-97.36053,24590
76048,32.40791,-97.80117,24586
16803,40.80849,-77.89449,24582
27870,36.43053,-77.71828,24571
1886,42.58642,-71.44008,24566
6830,41.048,-73.624,24557
8060,40.00983,-74.79105,24556
80109,39.36473,-104.90056,24554
34652,28.2368,-82.73661,24549
6605,41.16348,-73.21763,24541
90274,33.77732,-118.3684,24541
91775,34.11454,-118.08946,24517
64138,38.96852,-94.47088,24516
44708,40.81708,-81.43486,24498
66762,37.39443,-94.71092,24498
84025,40.97667,-111.89874,24497
75160,32.76466,-96.29835,24494
95354,37.63849,-120.96428,24481
66216,39.01405,-94.74136,24477
89406,39.46614,-118.27364,24475
8742,40.08076,-74.06213,24474
92277,34.11248,-115.68752,24464
78114,29.12124,-98.19708,24463
48390,42.55197,-83.4752,24457
83404,43.42818,-112.01432,24452
34747,28.31111,-81.59107,24445
8005,39.75503,-74.30626,24444
98075,47.58683,-122.03796,24435
55412,45.02612,-93.29952,24402
30233,33.29492,-83.97501,24398
48141,42.29349,-83.31483,24398
97013,45.21799,-122.67277,24396
7644,40.87836,-74.08145,24389
89044,35.93986,-115.05632,24386
7112,40.71137,-74.21164,24376
64836,37.18886,-94.28898,24375
28209,35.17878,-80.85418,24373
1905,42.46355,-70.9733,24369
1602,42.27219,-71.84946,24363
90403,34.03164,-118.48975,24359
21811,38.31977,-75.22024,24356
23504,36.85677,-76.26568,24354
43140,39.88406,-83.42946,24352
83714,43.72444,-116.27017,24351
35801,34.72497,-86.56304,24337
93907,36.76643,-121.66816,24337
97015,45.41477,-122.53767,24332
48093,42.51483,-83.01554,24331
92251,32.87129,-115.71804,24321
32025,30.11266,-82.57072,24317
72301,35.13363,-90.17883,24311
95776,38.68889,-121.70776,24311
44012,41.49443,-82.01594,24309
31763,31.73889,-84.14711,24307
90740,33.75461,-118.07129,24288
89134,36.20262,-115.3078,24280
46158,39.58275,-86.37405,24279
49048,42.27202,-85.49893,24279
24017,37.29472,-79.99183,24273
38106,35.10067,-90.0375,24256
29016,34.20367,-80.99296,24255
77414,28.90601,-95.8935,24254
23236,37.47438,-77.58634,24235
61611,40.71185,-89.53469,24235
84032,40.35839,-111.188,24229
34714,28.40406,-81.80132,24227
10038,40.70914,-74.00298,24205
49316,42.79644,-85.55564,24193
11356,40.78492,-73.84149,24178
10310,40.63243,-74.11653,24168
16506,42.06449,-80.15472,24163
6451,41.54203,-72.82364,24153
21030,39.49002,-76.6659,24152
2048,42.01626,-71.21868,24145
38138,35.08477,-89.7993,24143
84093,40.59473,-111.82863,24140
30021,33.80803,-84.23909,24138
35806,34.76615,-86.68324,24132
85259,33.60105,-111.80952,24119
7076,40.63308,-74.37387,24118
36582,30.51616,-88.17719,24115
70127,30.02966,-89.9761,24114
10566,41.28924,-73.91837,24111
13069,43.33081,-76.37867,24111
34104,26.15321,-81.74214,24106
77503,29.69078,-95.15781,24102
89120,36.08065,-115.09585,24102
93041,34.14956,-119.17458,24102
64155,39.28031,-94.56801,24099
60172,41.97976,-88.08937,24097
95330,37.8117,-121.31331,24096
66030,38.81519,-94.94114,24088
43211,40.01163,-82.97244,24085
915,18.43673,-66.04576,24079
98055,47.44775,-122.20205,24077
23607,36.98753,-76.42235,24065
91737,34.15523,-117.57808,24064
32701,28.66509,-81.36916,24060
76006,32.78511,-97.10019,24057
95531,41.79288,-124.00473,24052
67502,38.12146,-97.92673,24051
6473,41.38069,-72.85598,24050
35124,33.31368,-86.76194,24044
85350,32.56651,-114.70896,24044
75219,32.81087,-96.81315,24038
7016,40.65678,-74.30354,24036
98108,47.54113,-122.3126,24034
42066,36.73328,-88.6403,24032
669,18.27019,-66.86727,24022
67601,38.873,-99.34032,24020
8088,39.84196,-74.69075,24018
55427,45.00665,-93.38031,24017
22180,38.89619,-77.25426,24011
6108,41.78078,-72.62165,23996
33168,25.89318,-80.2093,23996
2043,42.21678,-70.88494,23983
54403,45.03142,-89.51343,23977
53227,42.99562,-88.04264,23975
15090,40.62587,-80.06766,23970
29205,33.99001,-80.99661,23970
34219,27.58041,-82.26094,23970
47408,39.2283,-86.46452,23970
61350,41.37152,-88.86157,23969
52403,41.96813,-91.57964,23968
39702,33.43876,-88.34493,23967
7080,40.57483,-74.41542,23961
90303,33.93601,-118.33112,23961
95054,37.39308,-121.96483,23959
31605,30.93334,-83.23482,23955
38122,35.1571,-89.92247,23955
61103,42.3453,-89.08271,23951
33950,26.91166,-82.04009,23948
95501,40.80435,-124.14034,23948
44024,41.57668,-81.19112,23945
38114,35.09648,-89.98596,23940
75180,32.71937,-96.61841,23939
29036,34.13396,-81.33622,23935
90292,33.97865,-118.44707,23931
75460,33.6627,-95.60296,23926
85306,33.62333,-112.17569,23923
30312,33.74463,-84.37577,23921
45241,39.27659,-84.40175,23915
60002,42.4674,-88.09419,23914
14620,43.12878,-77.60463,23912
40031,38.42617,-85.39368,23907
46563,41.35541,-86.32612,23905
90015,34.03932,-118.26625,23900
27537,36.35343,-78.38887,23894
46256,39.90682,-86.01152,23894
99354,46.33153,-119.30106,23891
44903,40.77624,-82.52655,23890
30116,33.55224,-85.01298,23886
44139,41.38325,-81.44439,23882
48864,42.70215,-84.40902,23882
86301,34.59452,-112.42454,23882
33935,26.75692,-81.41966,23872
39211,32.37176,-90.12219,23872
92585,33.74217,-117.16723,23868
10901,41.14554,-74.12504,23860
60431,41.53355,-88.20568,23860
28326,35.27938,-79.16989,23854
7701,40.36046,-74.07866,23844
76126,32.64374,-97.51767,23844
64086,38.91181,-94.29293,23843
32763,28.94291,-81.30593,23837
32953,28.45613,-80.69916,23829
48076,42.49754,-83.23067,23822
79413,33.54576,-101.88775,23820
38104,35.13253,-90.00435,23812
923,18.41146,-66.03715,23811
44143,41.55358,-81.47513,23811
49036,41.90565,-85.02391,23808
39501,30.3857,-89.10309,23807
84117,40.66167,-111.83561,23799
33426,26.53359,-80.08295,23797
30125,34.00067,-85.27331,23793
37138,36.24652,-86.61938,23789
30017,33.88939,-83.96348,23788
40383,38.01022,-84.73919,23787
54022,44.84796,-92.6096,23775
14207,42.95201,-78.89824,23773
617,18.44598,-66.56006,23771
34202,27.40722,-82.39254,23759
32606,29.68169,-82.44391,23748
1832,42.79099,-71.13133,23736
92651,33.56535,-117.77399,23732
33486,26.34729,-80.11449,23729
94609,37.83476,-122.2642,23729
76109,32.70115,-97.38378,23725
50320,41.53208,-93.57217,23724
48382,42.59006,-83.507,23723
48176,42.15067,-83.81477,23720
81501,39.07174,-108.54569,23717
80113,39.64224,-104.96189,23715
94024,37.35037,-122.09863,23704
37415,35.12735,-85.27932,23693
33709,27.81721,-82.73075,23690
28152,35.24188,-81.59289,23681
37205,36.11075,-86.87274,23680
33556,28.17029,-82.59264,23679
76148,32.86789,-97.25197,23679
33782,27.85964,-82.70901,23671
98405,47.24599,-122.47222,23671
96007,40.45507,-122.30468,23670
79118,35.10103,-101.74863,23668
40160,37.8144,-85.93971,23659
48329,42.68826,-83.38854,23658
70114,29.93704,-90.0321,23654
23693,37.12669,-76.44755,23650
44857,41.21785,-82.58212,23646
31707,31.58736,-84.20689,23645
46214,39.7917,-86.29009,23644
61920,39.50415,-88.16448,23642
39206,32.37237,-90.17268,23641
19348,39.86706,-75.71763,23636
39601,31.56548,-90.47762,23635
35023,33.46674,-87.08891,23633
99705,64.77356,-147.27055,23633
2180,42.47396,-71.09705,23625
33811,27.97933,-82.01866,23623
33991,26.63074,-82.01065,23620
20720,38.9971,-76.78588,23618
2021,42.17504,-71.12645,23615
53206,43.07524,-87.93349,23612
78380,27.77872,-97.7363,23610
79603,32.39904,-99.89222,23602
98664,45.61966,-122.57738,23601
94085,37.38862,-122.01793,23592
46845,41.2051,-85.10789,23588
71118,32.39262,-93.80498,23585
11776,40.91345,-73.04567,23578
34482,29.24984,-82.27702,23576
48335,42.46229,-83.40271,23574
7901,40.71462,-74.36604,23552
23701,36.81158,-76.36986,23540
27288,36.49812,-79.74587,23536
48204,42.36582,-83.14286,23528
27401,36.06995,-79.76724,23519
49085,42.04883,-86.45923,23517
76544,31.23134,-97.75867,23514
40223,38.26153,-85.54328,23509
88007,32.37103,-106.9984,23505
7008,40.58489,-74.2284,23501
97333,44.4735,-123.3067,23493
27539,35.67713,-78.81269,23488
28012,35.21054,-81.04077,23475
56201,45.10181,-95.04226,23465
4005,43.49591,-70.49537,23464
30241,33.02115,-84.95285,23449
45133,39.15695,-83.57282,23449
98199,47.65139,-122.40223,23444
38141,35.01599,-89.85472,23443
33496,26.40887,-80.16139,23442
32060,30.27554,-83.04935,23437
77523,29.77598,-94.8632,23431
33430,26.61415,-80.57952,23428
70706,30.61453,-90.90086,23426
92118,32.67466,-117.16915,23426
75082,32.99208,-96.66536,23418
27701,35.99858,-78.89872,23415
33772,27.84286,-82.79666,23413
27403,36.06406,-79.82538,23410
32905,28.03136,-80.59997,23410
75094,33.01871,-96.61481,23408
14228,43.04214,-78.7798,23406
38930,33.52845,-90.14245,23406
73003,35.66952,-97.49693,23406
17408,39.93451,-76.80203,23402
46375,41.49162,-87.45193,23400
91202,34.18221,-118.26761,23399
37334,35.16532,-86.57966,23398
1887,42.56091,-71.16541,23390
30601,34.00032,-83.34851,23390
32129,29.13721,-81.02381,23383
68111,41.29564,-95.96395,23371
30277,33.37962,-84.64767,23365
53027,43.31697,-88.37356,23361
33034,25.4195,-80.86342,23356
32726,28.8541,-81.68,23354
60153,41.87984,-87.84389,23351
48168,42.40559,-83.54051,23345
74115,36.1923,-95.90903,23340
21601,38.79275,-76.08242,23338
33431,26.37996,-80.1028,23329
17406,40.01224,-76.64249,23326
72104,34.34774,-92.81814,23308
19608,40.31401,-76.03574,23304
33062,26.24101,-80.09399,23303
48346,42.72156,-83.42388,23301
29678,34.63365,-82.93991,23299
64506,39.79048,-94.80277,23296
70802,30.44691,-91.17554,23295
80110,39.64612,-105.00928,23295
62864,38.33041,-88.90272,23287
46970,40.75827,-86.0614,23280
93610,37.09047,-120.29036,23279
64083,38.80082,-94.4483,23269
94597,37.91768,-122.0718,23263
14618,43.11305,-77.55547,23252
68005,41.14161,-95.89394,23240
35749,34.82314,-86.75662,23239
46953,40.51928,-85.643,23235
44011,41.44855,-82.0187,23233
52246,41.64903,-91.59718,23233
23324,36.79996,-76.27517,23232
72206,34.63042,-92.23833,23228
64850,36.86008,-94.3975,23217
75020,33.77264,-96.60391,23216
66106,39.06631,-94.70384,23212
95746,38.75009,-121.16712,23208
43231,40.07843,-82.93914,23202
61244,41.52138,-90.39424,23194
60051,42.35099,-88.22412,23190
4210,44.08505,-70.24923,23184
8879,40.46532,-74.27691,23183
45805,40.72979,-84.16242,23168
92782,33.72833,-117.79753,23166
28147,35.67997,-80.56275,23162
76086,32.75345,-97.78909,23161
17057,40.19437,-76.72659,23157
1104,42.13326,-72.56733,23150
25177,38.36928,-81.85021,23143
96761,20.90961,-156.62226,23117
49315,42.80101,-85.73589,23116
98671,45.61143,-122.24955,23116
70043,29.9571,-89.96481,23111
90404,34.02665,-118.47381,23107
80232,39.68892,-105.08983,23102
29169,33.9967,-81.09676,23100
46725,41.1518,-85.47655,23098
60177,41.98931,-88.30987,23097
28334,35.2681,-78.57051,23091
30035,33.72563,-84.20541,23087
24141,37.10105,-80.56677,23080
76052,32.98205,-97.38037,23080
33634,28.00769,-82.54614,23071
86406,34.42269,-114.12418,23069
98292,48.22455,-122.3032,23063
10591,41.08436,-73.84653,23059
30327,33.86708,-84.42358,23059
37091,35.48546,-86.76405,23052
98406,47.26283,-122.50857,23052
2747,41.6577,-71.01202,23051
77545,29.53729,-95.47242,23051
94089,37.41192,-122.01441,23049
37215,36.08197,-86.83492,23044
36609,30.66086,-88.16378,23043
10012,40.7256,-73.99794,23034
20659,38.41886,-76.73238,23030
73044,35.86664,-97.43476,23020
97601,42.44404,-122.06741,23020
14217,42.97189,-78.87674,23017
19018,39.92312,-75.29834,23009
2116,42.35105,-71.07638,23007
77586,29.58267,-95.03391,23003
44137,41.40903,-81.56274,23001
90720,33.79573,-118.06342,22998
94030,37.59969,-122.40343,22998
84097,40.3048,-111.67318,22994
92354,34.04933,-117.25119,22991
19607,40.29147,-75.94521,22985
48083,42.557,-83.11676,22984
2467,42.31725,-71.16096,22982
60108,41.94905,-88.09232,22980
2840,41.47838,-71.31993,22976
32960,27.64069,-80.40366,22974
60502,41.78911,-88.25952,22970
77505,29.64895,-95.14284,22967
28804,35.64814,-82.5612,22959
12078,43.12338,-74.36255,22956
78148,29.54331,-98.29609,22955
98028,47.75162,-122.24892,22953
60053,42.04224,-87.78895,22937
76105,32.72327,-97.26999,22922
55038,45.169,-92.98059,22921
19150,40.07251,-75.17165,22916
1720,42.48397,-71.43809,22914
6610,41.20457,-73.16933,22914
79015,34.95259,-101.89925,22914
98053,47.66491,-122.02071,22911
33901,26.62304,-81.88228,22907
88030,32.19039,-107.72768,22906
48203,42.42176,-83.1031,22901
34957,27.28399,-80.24252,22900
89118,36.07778,-115.21306,22891
46052,40.04448,-86.46086,22886
84124,40.67113,-111.80705,22884
84103,40.8034,-111.84708,22881
17901,40.69364,-76.25526,22878
29420,32.93202,-80.09938,22878
76011,32.7543,-97.08223,22878
95405,38.43926,-122.66908,22875
45102,39.01718,-84.20602,22869
32926,28.39051,-80.81773,22862
34476,29.08579,-82.19279,22857
48326,42.67536,-83.2531,22856
64134,38.9308,-94.48667,22850
60491,41.60313,-87.9595,22848
40014,38.3412,-85.43181,22844
33137,25.81538,-80.17798,22835
98383,47.66212,-122.71652,22825
77578,29.47794,-95.36757,22822
32967,27.71359,-80.46015,22819
32548,30.4094,-86.6494,22818
84105,40.73841,-111.85982,22812
60706,41.96384,-87.81672,22804
47025,39.15415,-84.87461,22803
8002,39.93142,-75.02515,22794
61111,42.33538,-89.00369,22789
27712,36.09606,-78.90481,22787
91201,34.17041,-118.28902,22786
31520,31.17745,-81.48729,22783
8037,39.63272,-74.77226,22779
33598,27.69531,-82.29025,22776
67218,37.66851,-97.28039,22775
11714,40.74267,-73.48615,22769
33897,28.28088,-81.69533,22769
76504,31.14135,-97.37748,22769
79905,31.76665,-106.42523,22767
53545,42.73113,-89.03613,22763
1890,42.45177,-71.14628,22760
72802,35.31334,-93.06726,22751
78624,30.29227,-98.87141,22751
21012,39.04529,-76.49716,22746
33542,28.23562,-82.17708,22744
8109,39.95006,-75.05094,22741
1013,42.16059,-72.60788,22739
37862,35.78314,-83.61232,22731
28613,35.73978,-81.20897,22728
30143,34.46198,-84.42385,22726
53713,43.03743,-89.39254,22726
667,18.01246,-67.0417,22721
92663,33.62328,-117.93022,22721
81401,38.51559,-107.78472,22715
75218,32.84136,-96.70357,22712
3110,42.94065,-71.53023,22710
78801,29.36407,-99.88476,22707
34677,28.05293,-82.67549,22703
92844,33.76561,-117.96952,22686
55076,44.83318,-93.0334,22681
98126,47.54732,-122.37454,22681
60561,41.74518,-87.98174,22674
15216,40.40268,-80.0348,22670
20737,38.96247,-76.91571,22666
83702,43.66821,-116.16493,22665
33870,27.50571,-81.36071,22664
68154,41.26408,-96.11665,22658
7866,40.9531,-74.48639,22651
48167,42.43455,-83.5313,22648
57105,43.52125,-96.73587,22647
30512,34.85667,-83.97204,22646
34601,28.5892,-82.36857,22644
14220,42.84571,-78.82264,22641
48220,42.45805,-83.13519,22639
48182,41.7919,-83.57831,22638
45801,40.77476,-84.03703,22637
10703,40.95765,-73.88114,22636
30291,33.57569,-84.5408,22636
44319,40.98402,-81.53169,22635
48134,42.10813,-83.29556,22623
33167,25.8848,-80.23631,22618
33903,26.68217,-81.90688,22616
46321,41.54704,-87.50402,22604
93212,36.01649,-119.56937,22596
10075,40.77342,-73.95642,22591
72761,36.17074,-94.45778,22591
20646,38.52114,-76.99989,22583
35404,33.21661,-87.48655,22578
73109,35.43279,-97.52452,22578
10471,40.90002,-73.9067,22577
34113,26.05685,-81.73523,22573
78224,29.30831,-98.53751,22569
76111,32.7804,-97.30116,22567
7508,40.95448,-74.18423,22562
90732,33.74319,-118.31048,22561
13208,43.07878,-76.14521,22560
28037,35.5064,-81.01712,22549
93203,35.12158,-118.8468,22546
47331,39.63086,-85.16313,22535
58703,48.32646,-101.31637,22524
92225,33.71642,-114.65606,22520
79764,31.88546,-102.47378,22519
40211,38.23425,-85.82147,22516
46323,41.58961,-87.45323,22516
33545,28.26578,-82.28832,22515
68105,41.2406,-95.96429,22512
95135,37.22285,-121.55913,22509
29455,32.68581,-80.08604,22492
32778,28.77554,-81.72884,22486
48080,42.46418,-82.90031,22486
53916,43.45538,-88.85813,22485
45212,39.16403,-84.45173,22484
46322,41.54818,-87.45884,22479
46805,41.09918,-85.11762,22479
70785,30.55621,-90.81858,22474
80915,38.85271,-104.71652,22474
31792,30.77079,-84.04238,22458
7071,40.79646,-74.1099,22453
97338,44.93654,-123.33868,22449
60803,41.67233,-87.73652,22447
54904,44.02346,-88.62592,22437
30106,33.83476,-84.62947,22433
33541,28.23029,-82.22073,22432
32119,29.16001,-81.02707,22431
43206,39.94205,-82.97346,22430
3801,43.07293,-70.8052,22424
63801,36.89698,-89.60672,22423
28461,33.96607,-78.03874,22421
8619,40.2414,-74.69669,22416
83442,43.62931,-111.82507,22415
92344,34.39176,-117.40657,22415
83202,42.97057,-112.34734,22413
38464,35.29035,-87.42845,22412
61115,42.36365,-89.02869,22404
85737,32.41425,-110.94683,22398
73036,35.50752,-97.95771,22396
11692,40.59373,-73.79201,22394
13850,42.04873,-76.02663,22392
48088,42.51573,-82.98298,22390
8859,40.45897,-74.30401,22383
93444,35.03553,-120.50293,22383
61021,41.82908,-89.47764,22379
40342,38.0036,-84.9837,22367
65251,38.84902,-91.97911,22347
68845,40.71583,-99.17059,22340
70460,30.29925,-89.83455,22334
34234,27.36934,-82.5574,22330
55430,45.0632,-93.30148,22324
53224,43.16357,-88.03894,22320
49601,44.2385,-85.5211,22312
95620,38.40599,-121.75689,22312
35802,34.67398,-86.55449,22301
38701,33.30621,-91.03346,22296
60178,42.00625,-88.67205,22295
80023,39.97407,-105.01011,22290
98221,48.50401,-122.65435,22290
705,18.1294,-66.26653,22289
60419,41.62752,-87.59871,22289
25404,39.48631,-77.89782,22287
67213,37.66722,-97.36498,22287
70471,30.407,-90.06346,22284
30286,32.88078,-84.33334,22270
45247,39.22048,-84.65172,22269
36575,30.76825,-88.27276,22268
11762,40.68283,-73.44707,22263
30577,34.55549,-83.32632,22261
94596,37.88902,-122.03676,22247
89048,36.16452,-115.98833,22242
36867,32.49823,-85.02304,22239
31558,30.80173,-81.51606,22237
32080,29.82453,-81.27412,22237
44108,41.53992,-81.60988,22234
99515,61.11733,-149.88894,22226
20716,38.92734,-76.71494,22223
67216,37.6089,-97.3143,22221
45322,39.89967,-84.33206,22218
55420,44.83564,-93.27745,22215
10708,40.9379,-73.83167,22212
31768,31.19329,-83.84047,22212
20151,38.89583,-77.44453,22209
64131,38.95723,-94.57449,22208
14211,42.90813,-78.81883,22206
49534,42.97106,-85.78834,22206
45331,40.09729,-84.64616,22205
77632,30.2014,-93.80477,22200
77551,29.27903,-94.83502,22198
766,18.13039,-66.4757,22187
8104,39.91672,-75.11203,22187
28532,34.88857,-76.90872,22187
60473,41.59733,-87.60115,22187
54913,44.34145,-88.40136,22184
15136,40.46872,-80.10233,22183
43212,39.98763,-83.04215,22181
17545,40.17307,-76.42792,22174
99224,47.64729,-117.53552,22172
17036,40.28579,-76.69611,22165
6437,41.33444,-72.70051,22164
77019,29.75318,-95.41212,22164
13820,42.47204,-75.03893,22157
27263,35.90931,-79.93829,22157
79407,33.56566,-102.08895,22157
39194,32.83423,-90.49856,22156
38133,35.21292,-89.79474,22155
77056,29.74849,-95.46806,22155
37912,36.00849,-83.98465,22154
1610,42.24645,-71.80968,22152
6042,41.79743,-72.52704,22148
63135,38.75012,-90.29934,22143
40222,38.26436,-85.61173,22141
25526,38.3984,-81.98279,22135
63043,38.72962,-90.45659,22133
97060,45.5342,-122.36989,22133
14213,42.91762,-78.89099,22132
84720,37.55477,-113.25665,22132
44305,41.07643,-81.46226,22130
34212,27.49559,-82.40528,22119
53090,43.45685,-88.17985,22118
29403,32.80347,-79.94561,22117
44138,41.37363,-81.92302,22116
8638,40.25531,-74.76222,22115
39465,31.34456,-89.18751,22111
48473,42.94012,-83.8274,22111
75225,32.86511,-96.79109,22108
47250,38.81867,-85.3552,22106
45237,39.19298,-84.45244,22104
40351,38.19817,-83.4133,22097
2809,41.68266,-71.26938,22095
54902,43.94934,-88.53969,22094
19040,40.17732,-75.10624,22092
29418,32.88896,-80.0644,22088
19023,39.91724,-75.26708,22087
65810,37.1174,-93.31707,22085
55345,44.91526,-93.4838,22081
17078,40.28952,-76.58484,22071
85367,32.66082,-114.39361,22067
51104,42.53518,-96.40389,22066
37615,36.39771,-82.45246,22064
14020,42.99513,-78.21508,22060
32128,29.09773,-81.07467,22046
46041,40.29695,-86.49216,22043
77303,30.37569,-95.37937,22040
83835,47.79557,-116.66843,22037
72211,34.74792,-92.41675,22035
27312,35.75446,-79.19648,22031
33455,27.05748,-80.1703,22031
48213,42.39787,-82.9955,22030
5452,44.5238,-73.06479,22021
48375,42.46537,-83.46385,22018
41501,37.50805,-82.5154,22017
60008,42.0739,-88.0229,22007
55317,44.85711,-93.55096,22003
60124,42.02621,-88.39691,22001
46580,41.20884,-85.87212,21999
85621,31.42345,-111.03764,21988
46311,41.46846,-87.50918,21987
14617,43.22488,-77.59323,21985
66604,39.03875,-95.72623,21985
8876,40.58925,-74.68871,21976
46208,39.82307,-86.17307,21976
43920,40.67608,-80.57965,21975
21223,39.28421,-76.65323,21974
92501,33.99496,-117.37367,21967
15143,40.57298,-80.14725,21966
67204,37.77167,-97.36341,21958
637,18.081,-66.94659,21957
7205,40.69612,-74.22857,21955
48842,42.63469,-84.53931,21950
72904,35.4151,-94.38338,21949
72205,34.74948,-92.3524,21946
94703,37.86397,-122.27573,21942
77006,29.74086,-95.39126,21938
40353,38.06514,-83.94853,21936
45255,39.05862,-84.32675,21923
32444,30.23854,-85.65185,21922
33566,27.99241,-82.1172,21920
91101,34.14671,-118.13895,21920
44514,40.99838,-80.60868,21912
50131,41.69749,-93.72021,21907
76115,32.67861,-97.33117,21907
3833,42.97464,-70.98885,21901
17015,40.18392,-77.23234,21898
19006,40.13323,-75.06222,21897
33572,27.7659,-82.39999,21889
18914,40.28908,-75.21046,21888
68127,41.2061,-96.05245,21886
21202,39.29705,-76.60747,21880
61615,40.78088,-89.63102,21878
26501,39.62872,-80.04025,21870
32308,30.4781,-84.21968,21870
84108,40.78811,-111.7365,21864
31548,30.7953,-81.71043,21858
47240,39.32394,-85.48028,21858
48442,42.79316,-83.60224,21858
78728,30.45537,-97.68948,21857
93263,35.48722,-119.27835,21854
60490,41.67575,-88.14118,21851
90272,34.08066,-118.54459,21848
11581,40.65153,-73.71653,21847
29170,33.93929,-81.14487,21839
74801,35.31749,-96.96824,21835
29644,34.66864,-82.19714,21811
48075,42.4618,-83.2299,21810
85541,34.21921,-111.34387,21809
49001,42.2647,-85.56265,21808
70520,30.33265,-92.03619,21805
87002,34.63619,-106.82517,21804
73135,35.39644,-97.42692,21800
33606,27.93209,-82.46493,21789
92808,33.85623,-117.74018,21787
17356,39.89834,-76.58366,21784
19010,40.02362,-75.3298,21783
27203,35.73253,-79.78857,21783
1609,42.28592,-71.82853,21780
98166,47.45256,-122.34978,21772
80237,39.63996,-104.90178,21771
89433,39.59758,-119.77817,21771
90048,34.07293,-118.3727,21766
98371,47.19957,-122.32191,21764
31312,32.3211,-81.40126,21762
45177,39.46123,-83.83692,21756
6820,41.07983,-73.48242,21752
2910,41.77552,-71.43564,21746
74021,36.37915,-95.84758,21746
75142,32.57004,-96.24637,21746
27546,35.38458,-78.86626,21743
3867,43.3031,-70.98891,21739
14223,42.97348,-78.84612,21734
83338,42.72501,-114.43273,21733
98422,47.28907,-122.39123,21732
31326,32.29653,-81.22824,21722
2914,41.81326,-71.36608,21720
45242,39.24348,-84.35621,21720
72901,35.3652,-94.4155,21718
34771,28.26647,-81.11908,21715
77550,29.31021,-94.77706,21710
7203,40.65269,-74.2599,21699
60443,41.50369,-87.74637,21698
49014,42.30996,-85.10711,21694
49707,45.09375,-83.50186,21675
53143,42.56109,-87.83038,21675
18505,41.38874,-75.65109,21671
63090,38.53176,-91.05047,21671
45440,39.67498,-84.10001,21667
21214,39.35217,-76.5644,21666
92602,33.72645,-117.7287,21666
44144,41.43738,-81.74272,21661
48327,42.6443,-83.41417,21659
37821,35.97688,-83.19506,21657
76205,33.19074,-97.12894,21657
2852,41.58809,-71.46094,21653
80124,39.53197,-104.89173,21646
46324,41.58324,-87.50155,21643
47546,38.42071,-86.93469,21643
82007,41.06231,-104.75591,21642
71301,31.27446,-92.46864,21634
85653,32.38979,-111.37908,21629
23508,36.8844,-76.30898,21627
18902,40.35474,-75.09855,21625
28120,35.33305,-81.02692,21624
33323,26.14988,-80.32222,21612
75237,32.66489,-96.87238,21607
49307,43.69797,-85.48272,21602
36507,30.85893,-87.74188,21598
8028,39.69336,-75.11949,21596
90068,34.12794,-118.32914,21590
64050,39.11424,-94.40641,21580
74804,35.39358,-96.92399,21576
